,Address,Beds,Phone,Price,Title
648,"500 E 33rd St, Chicago, IL 60616",Studio - 3 Bed,844-687-6555,"$775 - 4,465","
Lake Meadows"
649,"360 E South Water St, Chicago, IL 60601",Studio - 2 Bed,312-288-8069,"$1,740 - 5,949","
The Tides at Lakeshore East"
650,"860 N Dewitt Pl, Chicago, IL 60611",Studio - 2 Bed,844-772-4370,"$1,490 - 2,635","
Gold Coast City Club Apartments"
651,"2300 S Michigan Ave, Chicago, IL 60616",1-2 Bed,312-646-4878,"$1,595 - 2,950","
The Shelby"
652,"420 E Ohio St, Chicago, IL 60611",Studio - 3 Bed,888-380-0393,"$1,690 - 4,425","
420 E Ohio"
653,"1340 N Astor St, Chicago, IL 60610",1-2 Bed,866-359-3415,"$2,375 - 3,950","
Astor House"
654,"71 W Hubbard St, Chicago, IL 60654",Studio - 3 Bed,844-360-4529,"$1,858 - 7,116","
AMLI River North"
655,"1350 N Lake Shore Dr, Chicago, IL 60610",Studio - 2 Bed,844-740-9960,"$1,357 - 9,205","
1350"
656,"811 W Agatite Ave, Chicago, IL 60640",Studio - 3 Bed,630-282-6243,"$1,560 - 6,300","
Eight Eleven Uptown"
657,"833 W Buena Ave, Chicago, IL 60613",1-3 Bed,844-812-0763,"$1,290 - 1,925","
Buena Shores"
658,"1001 W Chicago Ave, Chicago, IL 60622",Studio - 3 Bed,844-581-2011,"$1,859 - 3,454","
Spoke"
659,"1 E Delaware Pl, Chicago, IL 60611",Studio - 2 Bed,855-707-4966,"$1,950 - 3,600","
One East Delaware"
660,"161 W Kinzie St, Chicago, IL 60654",Studio - 2 Bed,844-892-1659,"$1,750 - 4,195","
EnV Chicago"
661,"8 W Chestnut St, Chicago, IL 60610",1-2 Bed,312-646-4941,"$1,864 - 2,959","
Chestnut Place"
662,"910 W Huron St, Chicago, IL 60642",Studio - 4 Bed,844-741-2982,"$2,030 - 4,945","
Mondial River West"
663,"400 N McClurg Ct, Chicago, IL 60611",Studio - 2 Bed,844-482-6861,"$1,856 - 4,017","
Cityfront Place"
664,"1333 S Wabash Ave, Chicago, IL 60605",1-3 Bed,844-257-2074,"$1,825 - 7,866","
1333 S Wabash"
665,"4-22 N Aberdeen St, Chicago, IL 60607",Studio - 3 Bed,844-617-1509,"$2,995 - 3,348","
The Aberdeen West Loop"
666,"401-411 W Fullerton Pky, Chicago, IL 60614",Studio - 3 Bed,844-812-0758,"$1,400 - 2,630","
The Patricians"
667,"345 E Wacker Dr, Chicago, IL 60601",Studio - 3 Bed,773-904-9571,"$1,668 - 4,888","
Coast at Lakeshore East"
668,"850 S Clark St, Chicago, IL 60605",Studio - 2 Bed,312-462-1938,"$1,723 - 4,204","
AMLI Lofts"
669,"1209 W Arthur Ave, Chicago, IL 60626",Studio - 2 Bed,773-649-4071,"$1,646 - 1,923","
The Morgan at Loyola Station"
670,"400 E South Water St, Chicago, IL 60601",Studio - 2 Bed,866-599-7868,"$1,758 - 4,208","
The Shoreham at Lakeshore East"
671,"555 W Madison St, Chicago, IL 60661",Studio - 2 Bed,888-692-0211,"$1,360 - 3,950","
Presidential Towers"
672,"4050-4064 W 115th St, Chicago, IL 60655",Studio - 2 Bed,331-481-7724,"$804 - 1,619","
Midpointe Apartments"
673,"500 E 33rd St, Chicago, IL 60616",Studio - 3 Bed,844-687-6555,"$775 - 4,465","
Lake Meadows"
674,"360 E South Water St, Chicago, IL 60601",Studio - 2 Bed,312-288-8069,"$1,740 - 5,949","
The Tides at Lakeshore East"
675,"860 N Dewitt Pl, Chicago, IL 60611",Studio - 2 Bed,844-772-4370,"$1,490 - 2,635","
Gold Coast City Club Apartments"
676,"2300 S Michigan Ave, Chicago, IL 60616",1-2 Bed,312-646-4878,"$1,595 - 2,950","
The Shelby"
677,"420 E Ohio St, Chicago, IL 60611",Studio - 3 Bed,888-380-0393,"$1,690 - 4,425","
420 E Ohio"
678,"1340 N Astor St, Chicago, IL 60610",1-2 Bed,866-359-3415,"$2,375 - 3,950","
Astor House"
679,"71 W Hubbard St, Chicago, IL 60654",Studio - 3 Bed,844-360-4529,"$1,858 - 7,116","
AMLI River North"
680,"1350 N Lake Shore Dr, Chicago, IL 60610",Studio - 2 Bed,844-740-9960,"$1,357 - 9,205","
1350"
681,"811 W Agatite Ave, Chicago, IL 60640",Studio - 3 Bed,630-282-6243,"$1,560 - 6,300","
Eight Eleven Uptown"
682,"833 W Buena Ave, Chicago, IL 60613",1-3 Bed,844-812-0763,"$1,290 - 1,925","
Buena Shores"
683,"1001 W Chicago Ave, Chicago, IL 60622",Studio - 3 Bed,844-581-2011,"$1,859 - 3,454","
Spoke"
684,"1 E Delaware Pl, Chicago, IL 60611",Studio - 2 Bed,855-707-4966,"$1,950 - 3,600","
One East Delaware"
685,"161 W Kinzie St, Chicago, IL 60654",Studio - 2 Bed,844-892-1659,"$1,750 - 4,195","
EnV Chicago"
686,"8 W Chestnut St, Chicago, IL 60610",1-2 Bed,312-646-4941,"$1,864 - 2,959","
Chestnut Place"
687,"910 W Huron St, Chicago, IL 60642",Studio - 4 Bed,844-741-2982,"$2,030 - 4,945","
Mondial River West"
688,"400 N McClurg Ct, Chicago, IL 60611",Studio - 2 Bed,844-482-6861,"$1,856 - 4,017","
Cityfront Place"
689,"1333 S Wabash Ave, Chicago, IL 60605",1-3 Bed,844-257-2074,"$1,825 - 7,866","
1333 S Wabash"
690,"4-22 N Aberdeen St, Chicago, IL 60607",Studio - 3 Bed,844-617-1509,"$2,995 - 3,348","
The Aberdeen West Loop"
691,"401-411 W Fullerton Pky, Chicago, IL 60614",Studio - 3 Bed,844-812-0758,"$1,400 - 2,630","
The Patricians"
692,"345 E Wacker Dr, Chicago, IL 60601",Studio - 3 Bed,773-904-9571,"$1,668 - 4,888","
Coast at Lakeshore East"
693,"850 S Clark St, Chicago, IL 60605",Studio - 2 Bed,312-462-1938,"$1,723 - 4,204","
AMLI Lofts"
694,"1209 W Arthur Ave, Chicago, IL 60626",Studio - 2 Bed,773-649-4071,"$1,646 - 1,923","
The Morgan at Loyola Station"
695,"400 E South Water St, Chicago, IL 60601",Studio - 2 Bed,866-599-7868,"$1,758 - 4,208","
The Shoreham at Lakeshore East"
696,"555 W Madison St, Chicago, IL 60661",Studio - 2 Bed,888-692-0211,"$1,360 - 3,950","
Presidential Towers"
697,"4050-4064 W 115th St, Chicago, IL 60655",Studio - 2 Bed,331-481-7724,"$804 - 1,619","
Midpointe Apartments"
698,"500 E 33rd St, Chicago, IL 60616",Studio - 3 Bed,844-687-6555,"$775 - 4,465","
Lake Meadows"
699,"360 E South Water St, Chicago, IL 60601",Studio - 2 Bed,312-288-8069,"$1,740 - 5,949","
The Tides at Lakeshore East"
700,"860 N Dewitt Pl, Chicago, IL 60611",Studio - 2 Bed,844-772-4370,"$1,490 - 2,635","
Gold Coast City Club Apartments"
701,"2300 S Michigan Ave, Chicago, IL 60616",1-2 Bed,312-646-4878,"$1,595 - 2,950","
The Shelby"
702,"420 E Ohio St, Chicago, IL 60611",Studio - 3 Bed,888-380-0393,"$1,690 - 4,425","
420 E Ohio"
703,"1340 N Astor St, Chicago, IL 60610",1-2 Bed,866-359-3415,"$2,375 - 3,950","
Astor House"
704,"71 W Hubbard St, Chicago, IL 60654",Studio - 3 Bed,844-360-4529,"$1,858 - 7,116","
AMLI River North"
705,"1350 N Lake Shore Dr, Chicago, IL 60610",Studio - 2 Bed,844-740-9960,"$1,357 - 9,205","
1350"
706,"811 W Agatite Ave, Chicago, IL 60640",Studio - 3 Bed,630-282-6243,"$1,560 - 6,300","
Eight Eleven Uptown"
707,"833 W Buena Ave, Chicago, IL 60613",1-3 Bed,844-812-0763,"$1,290 - 1,925","
Buena Shores"
708,"1001 W Chicago Ave, Chicago, IL 60622",Studio - 3 Bed,844-581-2011,"$1,859 - 3,454","
Spoke"
709,"1 E Delaware Pl, Chicago, IL 60611",Studio - 2 Bed,855-707-4966,"$1,950 - 3,600","
One East Delaware"
710,"161 W Kinzie St, Chicago, IL 60654",Studio - 2 Bed,844-892-1659,"$1,750 - 4,195","
EnV Chicago"
711,"8 W Chestnut St, Chicago, IL 60610",1-2 Bed,312-646-4941,"$1,864 - 2,959","
Chestnut Place"
712,"910 W Huron St, Chicago, IL 60642",Studio - 4 Bed,844-741-2982,"$2,030 - 4,945","
Mondial River West"
713,"400 N McClurg Ct, Chicago, IL 60611",Studio - 2 Bed,844-482-6861,"$1,856 - 4,017","
Cityfront Place"
714,"1333 S Wabash Ave, Chicago, IL 60605",1-3 Bed,844-257-2074,"$1,825 - 7,866","
1333 S Wabash"
715,"4-22 N Aberdeen St, Chicago, IL 60607",Studio - 3 Bed,844-617-1509,"$2,995 - 3,348","
The Aberdeen West Loop"
716,"401-411 W Fullerton Pky, Chicago, IL 60614",Studio - 3 Bed,844-812-0758,"$1,400 - 2,630","
The Patricians"
717,"345 E Wacker Dr, Chicago, IL 60601",Studio - 3 Bed,773-904-9571,"$1,668 - 4,888","
Coast at Lakeshore East"
718,"850 S Clark St, Chicago, IL 60605",Studio - 2 Bed,312-462-1938,"$1,723 - 4,204","
AMLI Lofts"
719,"1209 W Arthur Ave, Chicago, IL 60626",Studio - 2 Bed,773-649-4071,"$1,646 - 1,923","
The Morgan at Loyola Station"
720,"400 E South Water St, Chicago, IL 60601",Studio - 2 Bed,866-599-7868,"$1,758 - 4,208","
The Shoreham at Lakeshore East"
721,"555 W Madison St, Chicago, IL 60661",Studio - 2 Bed,888-692-0211,"$1,360 - 3,950","
Presidential Towers"
722,"4050-4064 W 115th St, Chicago, IL 60655",Studio - 2 Bed,331-481-7724,"$804 - 1,619","
Midpointe Apartments"
723,"500 E 33rd St, Chicago, IL 60616",Studio - 3 Bed,844-687-6555,"$775 - 4,465","
Lake Meadows"
724,"360 E South Water St, Chicago, IL 60601",Studio - 2 Bed,312-288-8069,"$1,740 - 5,949","
The Tides at Lakeshore East"
725,"860 N Dewitt Pl, Chicago, IL 60611",Studio - 2 Bed,844-772-4370,"$1,490 - 2,635","
Gold Coast City Club Apartments"
726,"2300 S Michigan Ave, Chicago, IL 60616",1-2 Bed,312-646-4878,"$1,595 - 2,950","
The Shelby"
727,"420 E Ohio St, Chicago, IL 60611",Studio - 3 Bed,888-380-0393,"$1,690 - 4,425","
420 E Ohio"
728,"1340 N Astor St, Chicago, IL 60610",1-2 Bed,866-359-3415,"$2,375 - 3,950","
Astor House"
729,"71 W Hubbard St, Chicago, IL 60654",Studio - 3 Bed,844-360-4529,"$1,858 - 7,116","
AMLI River North"
730,"1350 N Lake Shore Dr, Chicago, IL 60610",Studio - 2 Bed,844-740-9960,"$1,357 - 9,205","
1350"
731,"811 W Agatite Ave, Chicago, IL 60640",Studio - 3 Bed,630-282-6243,"$1,560 - 6,300","
Eight Eleven Uptown"
732,"833 W Buena Ave, Chicago, IL 60613",1-3 Bed,844-812-0763,"$1,290 - 1,925","
Buena Shores"
733,"1001 W Chicago Ave, Chicago, IL 60622",Studio - 3 Bed,844-581-2011,"$1,859 - 3,454","
Spoke"
734,"1 E Delaware Pl, Chicago, IL 60611",Studio - 2 Bed,855-707-4966,"$1,950 - 3,600","
One East Delaware"
735,"161 W Kinzie St, Chicago, IL 60654",Studio - 2 Bed,844-892-1659,"$1,750 - 4,195","
EnV Chicago"
736,"8 W Chestnut St, Chicago, IL 60610",1-2 Bed,312-646-4941,"$1,864 - 2,959","
Chestnut Place"
737,"910 W Huron St, Chicago, IL 60642",Studio - 4 Bed,844-741-2982,"$2,030 - 4,945","
Mondial River West"
738,"400 N McClurg Ct, Chicago, IL 60611",Studio - 2 Bed,844-482-6861,"$1,856 - 4,017","
Cityfront Place"
739,"1333 S Wabash Ave, Chicago, IL 60605",1-3 Bed,844-257-2074,"$1,825 - 7,866","
1333 S Wabash"
740,"4-22 N Aberdeen St, Chicago, IL 60607",Studio - 3 Bed,844-617-1509,"$2,995 - 3,348","
The Aberdeen West Loop"
741,"401-411 W Fullerton Pky, Chicago, IL 60614",Studio - 3 Bed,844-812-0758,"$1,400 - 2,630","
The Patricians"
742,"345 E Wacker Dr, Chicago, IL 60601",Studio - 3 Bed,773-904-9571,"$1,668 - 4,888","
Coast at Lakeshore East"
743,"850 S Clark St, Chicago, IL 60605",Studio - 2 Bed,312-462-1938,"$1,723 - 4,204","
AMLI Lofts"
744,"1209 W Arthur Ave, Chicago, IL 60626",Studio - 2 Bed,773-649-4071,"$1,646 - 1,923","
The Morgan at Loyola Station"
745,"400 E South Water St, Chicago, IL 60601",Studio - 2 Bed,866-599-7868,"$1,758 - 4,208","
The Shoreham at Lakeshore East"
746,"555 W Madison St, Chicago, IL 60661",Studio - 2 Bed,888-692-0211,"$1,360 - 3,950","
Presidential Towers"
747,"4050-4064 W 115th St, Chicago, IL 60655",Studio - 2 Bed,331-481-7724,"$804 - 1,619","
Midpointe Apartments"
748,"500 E 33rd St, Chicago, IL 60616",Studio - 3 Bed,844-687-6555,"$775 - 4,465","
Lake Meadows"
749,"360 E South Water St, Chicago, IL 60601",Studio - 2 Bed,312-288-8069,"$1,740 - 5,949","
The Tides at Lakeshore East"
750,"860 N Dewitt Pl, Chicago, IL 60611",Studio - 2 Bed,844-772-4370,"$1,490 - 2,635","
Gold Coast City Club Apartments"
751,"2300 S Michigan Ave, Chicago, IL 60616",1-2 Bed,312-646-4878,"$1,595 - 2,950","
The Shelby"
752,"420 E Ohio St, Chicago, IL 60611",Studio - 3 Bed,888-380-0393,"$1,690 - 4,425","
420 E Ohio"
753,"1340 N Astor St, Chicago, IL 60610",1-2 Bed,866-359-3415,"$2,375 - 3,950","
Astor House"
754,"71 W Hubbard St, Chicago, IL 60654",Studio - 3 Bed,844-360-4529,"$1,858 - 7,116","
AMLI River North"
755,"1350 N Lake Shore Dr, Chicago, IL 60610",Studio - 2 Bed,844-740-9960,"$1,357 - 9,205","
1350"
756,"811 W Agatite Ave, Chicago, IL 60640",Studio - 3 Bed,630-282-6243,"$1,560 - 6,300","
Eight Eleven Uptown"
757,"833 W Buena Ave, Chicago, IL 60613",1-3 Bed,844-812-0763,"$1,290 - 1,925","
Buena Shores"
758,"1001 W Chicago Ave, Chicago, IL 60622",Studio - 3 Bed,844-581-2011,"$1,859 - 3,454","
Spoke"
759,"1 E Delaware Pl, Chicago, IL 60611",Studio - 2 Bed,855-707-4966,"$1,950 - 3,600","
One East Delaware"
760,"161 W Kinzie St, Chicago, IL 60654",Studio - 2 Bed,844-892-1659,"$1,750 - 4,195","
EnV Chicago"
761,"8 W Chestnut St, Chicago, IL 60610",1-2 Bed,312-646-4941,"$1,864 - 2,959","
Chestnut Place"
762,"910 W Huron St, Chicago, IL 60642",Studio - 4 Bed,844-741-2982,"$2,030 - 4,945","
Mondial River West"
763,"400 N McClurg Ct, Chicago, IL 60611",Studio - 2 Bed,844-482-6861,"$1,856 - 4,017","
Cityfront Place"
764,"1333 S Wabash Ave, Chicago, IL 60605",1-3 Bed,844-257-2074,"$1,825 - 7,866","
1333 S Wabash"
765,"4-22 N Aberdeen St, Chicago, IL 60607",Studio - 3 Bed,844-617-1509,"$2,995 - 3,348","
The Aberdeen West Loop"
766,"401-411 W Fullerton Pky, Chicago, IL 60614",Studio - 3 Bed,844-812-0758,"$1,400 - 2,630","
The Patricians"
767,"345 E Wacker Dr, Chicago, IL 60601",Studio - 3 Bed,773-904-9571,"$1,668 - 4,888","
Coast at Lakeshore East"
768,"850 S Clark St, Chicago, IL 60605",Studio - 2 Bed,312-462-1938,"$1,723 - 4,204","
AMLI Lofts"
769,"1209 W Arthur Ave, Chicago, IL 60626",Studio - 2 Bed,773-649-4071,"$1,646 - 1,923","
The Morgan at Loyola Station"
770,"400 E South Water St, Chicago, IL 60601",Studio - 2 Bed,866-599-7868,"$1,758 - 4,208","
The Shoreham at Lakeshore East"
771,"555 W Madison St, Chicago, IL 60661",Studio - 2 Bed,888-692-0211,"$1,360 - 3,950","
Presidential Towers"
772,"4050-4064 W 115th St, Chicago, IL 60655",Studio - 2 Bed,331-481-7724,"$804 - 1,619","
Midpointe Apartments"
773,"500 E 33rd St, Chicago, IL 60616",Studio - 3 Bed,844-687-6555,"$775 - 4,465","
Lake Meadows"
774,"360 E South Water St, Chicago, IL 60601",Studio - 2 Bed,312-288-8069,"$1,740 - 5,949","
The Tides at Lakeshore East"
775,"860 N Dewitt Pl, Chicago, IL 60611",Studio - 2 Bed,844-772-4370,"$1,490 - 2,635","
Gold Coast City Club Apartments"
776,"2300 S Michigan Ave, Chicago, IL 60616",1-2 Bed,312-646-4878,"$1,595 - 2,950","
The Shelby"
777,"420 E Ohio St, Chicago, IL 60611",Studio - 3 Bed,888-380-0393,"$1,690 - 4,425","
420 E Ohio"
778,"1340 N Astor St, Chicago, IL 60610",1-2 Bed,866-359-3415,"$2,375 - 3,950","
Astor House"
779,"71 W Hubbard St, Chicago, IL 60654",Studio - 3 Bed,844-360-4529,"$1,858 - 7,116","
AMLI River North"
780,"1350 N Lake Shore Dr, Chicago, IL 60610",Studio - 2 Bed,844-740-9960,"$1,357 - 9,205","
1350"
781,"811 W Agatite Ave, Chicago, IL 60640",Studio - 3 Bed,630-282-6243,"$1,560 - 6,300","
Eight Eleven Uptown"
782,"833 W Buena Ave, Chicago, IL 60613",1-3 Bed,844-812-0763,"$1,290 - 1,925","
Buena Shores"
783,"1001 W Chicago Ave, Chicago, IL 60622",Studio - 3 Bed,844-581-2011,"$1,859 - 3,454","
Spoke"
784,"1 E Delaware Pl, Chicago, IL 60611",Studio - 2 Bed,855-707-4966,"$1,950 - 3,600","
One East Delaware"
785,"161 W Kinzie St, Chicago, IL 60654",Studio - 2 Bed,844-892-1659,"$1,750 - 4,195","
EnV Chicago"
786,"8 W Chestnut St, Chicago, IL 60610",1-2 Bed,312-646-4941,"$1,864 - 2,959","
Chestnut Place"
787,"910 W Huron St, Chicago, IL 60642",Studio - 4 Bed,844-741-2982,"$2,030 - 4,945","
Mondial River West"
788,"400 N McClurg Ct, Chicago, IL 60611",Studio - 2 Bed,844-482-6861,"$1,856 - 4,017","
Cityfront Place"
789,"1333 S Wabash Ave, Chicago, IL 60605",1-3 Bed,844-257-2074,"$1,825 - 7,866","
1333 S Wabash"
790,"4-22 N Aberdeen St, Chicago, IL 60607",Studio - 3 Bed,844-617-1509,"$2,995 - 3,348","
The Aberdeen West Loop"
791,"401-411 W Fullerton Pky, Chicago, IL 60614",Studio - 3 Bed,844-812-0758,"$1,400 - 2,630","
The Patricians"
792,"345 E Wacker Dr, Chicago, IL 60601",Studio - 3 Bed,773-904-9571,"$1,668 - 4,888","
Coast at Lakeshore East"
793,"850 S Clark St, Chicago, IL 60605",Studio - 2 Bed,312-462-1938,"$1,723 - 4,204","
AMLI Lofts"
794,"1209 W Arthur Ave, Chicago, IL 60626",Studio - 2 Bed,773-649-4071,"$1,646 - 1,923","
The Morgan at Loyola Station"
795,"400 E South Water St, Chicago, IL 60601",Studio - 2 Bed,866-599-7868,"$1,758 - 4,208","
The Shoreham at Lakeshore East"
796,"555 W Madison St, Chicago, IL 60661",Studio - 2 Bed,888-692-0211,"$1,360 - 3,950","
Presidential Towers"
797,"4050-4064 W 115th St, Chicago, IL 60655",Studio - 2 Bed,331-481-7724,"$804 - 1,619","
Midpointe Apartments"
798,"500 E 33rd St, Chicago, IL 60616",Studio - 3 Bed,844-687-6555,"$775 - 4,465","
Lake Meadows"
799,"360 E South Water St, Chicago, IL 60601",Studio - 2 Bed,312-288-8069,"$1,740 - 5,949","
The Tides at Lakeshore East"
800,"860 N Dewitt Pl, Chicago, IL 60611",Studio - 2 Bed,844-772-4370,"$1,490 - 2,635","
Gold Coast City Club Apartments"
801,"2300 S Michigan Ave, Chicago, IL 60616",1-2 Bed,312-646-4878,"$1,595 - 2,950","
The Shelby"
802,"420 E Ohio St, Chicago, IL 60611",Studio - 3 Bed,888-380-0393,"$1,690 - 4,425","
420 E Ohio"
803,"1340 N Astor St, Chicago, IL 60610",1-2 Bed,866-359-3415,"$2,375 - 3,950","
Astor House"
804,"71 W Hubbard St, Chicago, IL 60654",Studio - 3 Bed,844-360-4529,"$1,858 - 7,116","
AMLI River North"
805,"1350 N Lake Shore Dr, Chicago, IL 60610",Studio - 2 Bed,844-740-9960,"$1,357 - 9,205","
1350"
806,"811 W Agatite Ave, Chicago, IL 60640",Studio - 3 Bed,630-282-6243,"$1,560 - 6,300","
Eight Eleven Uptown"
807,"833 W Buena Ave, Chicago, IL 60613",1-3 Bed,844-812-0763,"$1,290 - 1,925","
Buena Shores"
808,"1001 W Chicago Ave, Chicago, IL 60622",Studio - 3 Bed,844-581-2011,"$1,859 - 3,454","
Spoke"
809,"1 E Delaware Pl, Chicago, IL 60611",Studio - 2 Bed,855-707-4966,"$1,950 - 3,600","
One East Delaware"
810,"161 W Kinzie St, Chicago, IL 60654",Studio - 2 Bed,844-892-1659,"$1,750 - 4,195","
EnV Chicago"
811,"8 W Chestnut St, Chicago, IL 60610",1-2 Bed,312-646-4941,"$1,864 - 2,959","
Chestnut Place"
812,"910 W Huron St, Chicago, IL 60642",Studio - 4 Bed,844-741-2982,"$2,030 - 4,945","
Mondial River West"
813,"400 N McClurg Ct, Chicago, IL 60611",Studio - 2 Bed,844-482-6861,"$1,856 - 4,017","
Cityfront Place"
814,"1333 S Wabash Ave, Chicago, IL 60605",1-3 Bed,844-257-2074,"$1,825 - 7,866","
1333 S Wabash"
815,"4-22 N Aberdeen St, Chicago, IL 60607",Studio - 3 Bed,844-617-1509,"$2,995 - 3,348","
The Aberdeen West Loop"
816,"401-411 W Fullerton Pky, Chicago, IL 60614",Studio - 3 Bed,844-812-0758,"$1,400 - 2,630","
The Patricians"
817,"345 E Wacker Dr, Chicago, IL 60601",Studio - 3 Bed,773-904-9571,"$1,668 - 4,888","
Coast at Lakeshore East"
818,"850 S Clark St, Chicago, IL 60605",Studio - 2 Bed,312-462-1938,"$1,723 - 4,204","
AMLI Lofts"
819,"1209 W Arthur Ave, Chicago, IL 60626",Studio - 2 Bed,773-649-4071,"$1,646 - 1,923","
The Morgan at Loyola Station"
820,"400 E South Water St, Chicago, IL 60601",Studio - 2 Bed,866-599-7868,"$1,758 - 4,208","
The Shoreham at Lakeshore East"
821,"555 W Madison St, Chicago, IL 60661",Studio - 2 Bed,888-692-0211,"$1,360 - 3,950","
Presidential Towers"
822,"4050-4064 W 115th St, Chicago, IL 60655",Studio - 2 Bed,331-481-7724,"$804 - 1,619","
Midpointe Apartments"
823,"500 E 33rd St, Chicago, IL 60616",Studio - 3 Bed,844-687-6555,"$775 - 4,465","
Lake Meadows"
824,"360 E South Water St, Chicago, IL 60601",Studio - 2 Bed,312-288-8069,"$1,740 - 5,949","
The Tides at Lakeshore East"
825,"860 N Dewitt Pl, Chicago, IL 60611",Studio - 2 Bed,844-772-4370,"$1,490 - 2,635","
Gold Coast City Club Apartments"
826,"2300 S Michigan Ave, Chicago, IL 60616",1-2 Bed,312-646-4878,"$1,595 - 2,950","
The Shelby"
827,"420 E Ohio St, Chicago, IL 60611",Studio - 3 Bed,888-380-0393,"$1,690 - 4,425","
420 E Ohio"
828,"1340 N Astor St, Chicago, IL 60610",1-2 Bed,866-359-3415,"$2,375 - 3,950","
Astor House"
829,"71 W Hubbard St, Chicago, IL 60654",Studio - 3 Bed,844-360-4529,"$1,858 - 7,116","
AMLI River North"
830,"1350 N Lake Shore Dr, Chicago, IL 60610",Studio - 2 Bed,844-740-9960,"$1,357 - 9,205","
1350"
831,"811 W Agatite Ave, Chicago, IL 60640",Studio - 3 Bed,630-282-6243,"$1,560 - 6,300","
Eight Eleven Uptown"
832,"833 W Buena Ave, Chicago, IL 60613",1-3 Bed,844-812-0763,"$1,290 - 1,925","
Buena Shores"
833,"1001 W Chicago Ave, Chicago, IL 60622",Studio - 3 Bed,844-581-2011,"$1,859 - 3,454","
Spoke"
834,"1 E Delaware Pl, Chicago, IL 60611",Studio - 2 Bed,855-707-4966,"$1,950 - 3,600","
One East Delaware"
835,"161 W Kinzie St, Chicago, IL 60654",Studio - 2 Bed,844-892-1659,"$1,750 - 4,195","
EnV Chicago"
836,"8 W Chestnut St, Chicago, IL 60610",1-2 Bed,312-646-4941,"$1,864 - 2,959","
Chestnut Place"
837,"910 W Huron St, Chicago, IL 60642",Studio - 4 Bed,844-741-2982,"$2,030 - 4,945","
Mondial River West"
838,"400 N McClurg Ct, Chicago, IL 60611",Studio - 2 Bed,844-482-6861,"$1,856 - 4,017","
Cityfront Place"
839,"1333 S Wabash Ave, Chicago, IL 60605",1-3 Bed,844-257-2074,"$1,825 - 7,866","
1333 S Wabash"
840,"4-22 N Aberdeen St, Chicago, IL 60607",Studio - 3 Bed,844-617-1509,"$2,995 - 3,348","
The Aberdeen West Loop"
841,"401-411 W Fullerton Pky, Chicago, IL 60614",Studio - 3 Bed,844-812-0758,"$1,400 - 2,630","
The Patricians"
842,"345 E Wacker Dr, Chicago, IL 60601",Studio - 3 Bed,773-904-9571,"$1,668 - 4,888","
Coast at Lakeshore East"
843,"850 S Clark St, Chicago, IL 60605",Studio - 2 Bed,312-462-1938,"$1,723 - 4,204","
AMLI Lofts"
844,"1209 W Arthur Ave, Chicago, IL 60626",Studio - 2 Bed,773-649-4071,"$1,646 - 1,923","
The Morgan at Loyola Station"
845,"400 E South Water St, Chicago, IL 60601",Studio - 2 Bed,866-599-7868,"$1,758 - 4,208","
The Shoreham at Lakeshore East"
846,"555 W Madison St, Chicago, IL 60661",Studio - 2 Bed,888-692-0211,"$1,360 - 3,950","
Presidential Towers"
847,"4050-4064 W 115th St, Chicago, IL 60655",Studio - 2 Bed,331-481-7724,"$804 - 1,619","
Midpointe Apartments"
848,"500 E 33rd St, Chicago, IL 60616",Studio - 3 Bed,844-687-6555,"$775 - 4,465","
Lake Meadows"
849,"360 E South Water St, Chicago, IL 60601",Studio - 2 Bed,312-288-8069,"$1,740 - 5,949","
The Tides at Lakeshore East"
850,"860 N Dewitt Pl, Chicago, IL 60611",Studio - 2 Bed,844-772-4370,"$1,490 - 2,635","
Gold Coast City Club Apartments"
851,"2300 S Michigan Ave, Chicago, IL 60616",1-2 Bed,312-646-4878,"$1,595 - 2,950","
The Shelby"
852,"420 E Ohio St, Chicago, IL 60611",Studio - 3 Bed,888-380-0393,"$1,690 - 4,425","
420 E Ohio"
853,"1340 N Astor St, Chicago, IL 60610",1-2 Bed,866-359-3415,"$2,375 - 3,950","
Astor House"
854,"71 W Hubbard St, Chicago, IL 60654",Studio - 3 Bed,844-360-4529,"$1,858 - 7,116","
AMLI River North"
855,"1350 N Lake Shore Dr, Chicago, IL 60610",Studio - 2 Bed,844-740-9960,"$1,357 - 9,205","
1350"
856,"811 W Agatite Ave, Chicago, IL 60640",Studio - 3 Bed,630-282-6243,"$1,560 - 6,300","
Eight Eleven Uptown"
857,"833 W Buena Ave, Chicago, IL 60613",1-3 Bed,844-812-0763,"$1,290 - 1,925","
Buena Shores"
858,"1001 W Chicago Ave, Chicago, IL 60622",Studio - 3 Bed,844-581-2011,"$1,859 - 3,454","
Spoke"
859,"1 E Delaware Pl, Chicago, IL 60611",Studio - 2 Bed,855-707-4966,"$1,950 - 3,600","
One East Delaware"
860,"161 W Kinzie St, Chicago, IL 60654",Studio - 2 Bed,844-892-1659,"$1,750 - 4,195","
EnV Chicago"
861,"8 W Chestnut St, Chicago, IL 60610",1-2 Bed,312-646-4941,"$1,864 - 2,959","
Chestnut Place"
862,"910 W Huron St, Chicago, IL 60642",Studio - 4 Bed,844-741-2982,"$2,030 - 4,945","
Mondial River West"
863,"400 N McClurg Ct, Chicago, IL 60611",Studio - 2 Bed,844-482-6861,"$1,856 - 4,017","
Cityfront Place"
